ID,Americas,EU,APAC,"missing
completely",Dupes,Database,,Schema,Type,Name,"comments
in column
AF?","# queries
","# users
","storage
in GB","mapped
AURORA
source product","mapped
AURORA
data product",comments,Data Model Availability,UAT Start Date,Go-live Date,,PRE-FILTER
ANALYTICS;DIM_TERRITORY,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_TERRITORY,yes,17874,121,0.038,Vault Align,Territory & Alignment 1.0 (Veeva Align),Territory (CRM),9/8/25,10/6/25,10/27/25,,Veeva
ENRICH;BV_VEEVA_LINK_CLINICAL_LEADER,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_LINK_CLINICAL_LEADER,no,17387,31,7.658,Veeva Link,Scientific Engagement 1.0,,tbd,11/27/25,12/22/25,,Veeva
ANALYTICS;MAP_EMPLOYEE_TERRITORY,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_EMPLOYEE_TERRITORY,yes,16932,95,0.003,Vault Align,Territory & Alignment 1.0 (Veeva Align),Employee (CRM) + Territory (CRM),9/8/25,10/6/25,10/27/25,,Veeva
ENRICH;BV_VEEVA_LINK_MEDICAL_EVENT,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_LINK_MEDICAL_EVENT,no,16826,25,5.823,Veeva Link,Scientific Engagement 1.0,,tbd,11/27/25,12/22/25,,Veeva
ENRICH;BV_VEEVA_CRM_TERRITORY2_MEC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_TERRITORY2_MEC1,no,16684,9,0.003,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_PRODUCT_VOD__C_AC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_PRODUCT_VOD__C_AC1,no,16348,26,0.239,Vault CRM,Product 1.0 (Vault CRM),,Available,8/25/25,9/15/25,,Veeva
ENRICH;BV_VEEVA_CRM_RECORDTYPE_AC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_RECORDTYPE_AC2,yes,16321,25,0.001,Vault CRM,will not be covered by Aurora,GB: Vault does not work with RTs anymore,,,,,Veeva
ENRICH;BV_VEEVA_CRM_PRODUCT_VOD__C_PC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_PRODUCT_VOD__C_PC1,no,16246,22,1.584,Vault CRM,Product 1.0 (Vault CRM),,Available,8/25/25,9/15/25,,Veeva
ANALYTICS;DIM_INJCT,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_INJCT,no,16196,13,0,SAP,SAP Radiology 1.0,,tbd,NN,tbd,,SAP
ANALYTICS;FACT_EVENT_ATTENDEE,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,FACT_EVENT_ATTENDEE,no,15832,74,0.651,Vault CRM,Events 1.0 (Vault CRM + CVENT),,Available,9/8/25,9/29/25,,Veeva
ENRICH;BV_TRUMAN_CONTROLLER,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_TRUMAN_CONTROLLER,no,15633,26,0.001,Truman,Consent 1.0,,Available,Completed,3/5/25,,Truman
ENRICH;BV_VEEVA_CRM_RECORDTYPE_PC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_RECORDTYPE_PC2,yes,15563,17,0.001,Vault CRM,will not be covered by Aurora,GB: Vault does not work with RTs anymore,,,,,Veeva
MODEL;S_VEV_EM_SPEAKER,0,0,0,1,,CPH_DB_PROD,,MODEL,BASE TABLE,S_VEV_EM_SPEAKER,no,15559,15,0.03,Vault CRM,,,,,,,Veeva
ENRICH;BV_GMDA_MONTHLY_GLB,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_GMDA_MONTHLY_GLB,no,15480,25,0.721,GMDA,,,,,,,GMDA
ANALYTICS;DIM_BATCH,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_BATCH,no,15440,14,0.781,SAP,SAP CORE 1.0,,tbd,NN,tbd,,SAP
ENRICH;BV_VEEVA_LINK_INDEX,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_LINK_INDEX,no,15436,39,0.59,Veeva Link,Scientific Engagement 1.0,,tbd,11/27/25,12/22/25,,Veeva
ENRICH;BV_VEEVA_ALIGN_ACCOUNT__ALN_EC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_ALIGN_ACCOUNT__ALN_EC1,no,15197,10,12.247,Vault Align,,,,,,,Veeva
ENRICH;BV_VEEVA_LINK_COMPANY_SPONSORSHIP,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_LINK_COMPANY_SPONSORSHIP,no,15153,25,0.066,Veeva Link,Scientific Engagement 1.0,,tbd,11/27/25,12/22/25,,Veeva
ENRICH;BV_VEEVA_LINK_CLINICAL_TRIAL,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_LINK_CLINICAL_TRIAL,no,15094,28,1.192,Veeva Link,Scientific Engagement 1.0,,tbd,11/27/25,12/22/25,,Veeva
ANALYTICS;FACT_SUGGESTION_FEEDBACK,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,FACT_SUGGESTION_FEEDBACK,yes,15026,19,0.698,Vault CRM,,Suggestion (CRM),,,,,Veeva
ENRICH;BV_VEEVA_LINK_EVENT_ATTENDEE,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_LINK_EVENT_ATTENDEE,no,14771,30,2.535,Veeva Link,Scientific Engagement 1.0,,tbd,11/27/25,12/22/25,,Veeva
ENRICH;BV_VEEVA_CRM_USERTERRITORY2ASSOCIATION_MEC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_USERTERRITORY2ASSOCIATION_MEC1,no,14690,6,0.001,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_CAMPAIGN_VOD__C_EC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_CAMPAIGN_VOD__C_EC2,no,14620,7,0.003,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_CAMPAIGN_VOD__C_EC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_CAMPAIGN_VOD__C_EC1,no,14477,4,0.002,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_BPH_RESTRICTED_WORD_NOTIFICATION__C_MEC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_BPH_RESTRICTED_WORD_NOTIFICATION__C_MEC1,no,14452,6,0.029,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_CAMPAIGN_VOD__C_MEC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_CAMPAIGN_VOD__C_MEC1,no,14440,4,0.001,Vault CRM,,,,,,,Veeva
ANALYTICS;DIM_COUNTRY,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_COUNTRY,no,14159,107,0.001,Reference,"Reference Data 1.0 (Geo hier., Translations, Calendar, Needed for Vault migration)",,Available,8/25/25,9/15/25,,
ENRICH;BV_VEEVA_LINK_SCIENTIFIC_EXPERT_PUBLICATION,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_LINK_SCIENTIFIC_EXPERT_PUBLICATION,no,14157,36,5.124,Veeva Link,Scientific Engagement 1.0,,tbd,11/27/25,12/22/25,,Veeva
ENRICH;BV_TRUMAN_DATA_PROCESSING_AUTHORIZATIONS,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_TRUMAN_DATA_PROCESSING_AUTHORIZATIONS,no,14130,67,8.589,Truman,Consent 1.0,,Available,Completed,3/5/25,,Truman
ENRICH;BV_TRUMAN_GLOBAL_PURPOSE,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_TRUMAN_GLOBAL_PURPOSE,no,14048,21,0.001,Truman,Consent 1.0,,Available,Completed,3/5/25,,Truman
ANALYTICS;DIM_DS,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_DS,yes,13934,43,0,,,IQVIA (HDSC),,,,,MarketData
ENRICH;BV_VEEVA_LINK_SCIENTIFIC_EXPERT_CLINICAL_TRIAL,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_LINK_SCIENTIFIC_EXPERT_CLINICAL_TRIAL,no,13913,34,0.319,Veeva Link,Scientific Engagement 1.0,,tbd,11/27/25,12/22/25,,Veeva
ANALYTICS;BRIEF_DOC_TC,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,BRIEF_DOC_TC,no,13841,19,0,SFMC,Newsletter 2.0 (Campaign briefing docs),,Available,Completed,7/1/25,,SFMC
ENRICH;BV_VEEVA_LINK_DIGITAL_REACH_FOCUS_AREA,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_LINK_DIGITAL_REACH_FOCUS_AREA,no,13815,34,1.668,Veeva Link,Scientific Engagement 1.0,,tbd,11/27/25,12/22/25,,Veeva
ENRICH;BV_VEEVA_CRM_EM_EVENT_VOD__C_EC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_EM_EVENT_VOD__C_EC2,no,13748,24,0.149,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_ADDRESS_VOD__C_AC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_ADDRESS_VOD__C_AC1,no,13538,15,22.183,Vault CRM,Customer 0.1 (Veeva CRM),,Available,Completed,2/19/25,,Veeva
ENRICH;BV_CDIS_KEYMAP,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_CDIS_KEYMAP,no,13099,29,58.375,,,,,,,,CDIS
ENRICH;BV_VEEVA_CRM_USERTERRITORY2ASSOCIATION_PC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_USERTERRITORY2ASSOCIATION_PC1,no,13060,4,0.002,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_TERRITORY2_EC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_TERRITORY2_EC1,no,13043,12,0.004,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_TERRITORY2_PC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_TERRITORY2_PC1,no,12991,6,0.004,Vault CRM,,,,,,,Veeva
ANALYTICS;DIM_VAULT_DOCUMENT,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_VAULT_DOCUMENT,yes,12676,42,3.455,Vault,,Sarah: Content data product - to be created in base data file,,,,,Veeva
ENRICH;BV_VEEVA_ALIGN_ACCOUNT__ALN_EC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_ALIGN_ACCOUNT__ALN_EC2,no,12673,10,8.58,Vault Align,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_CAMPAIGN_ACTIVITY_VOD__C_EC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_CAMPAIGN_ACTIVITY_VOD__C_EC1,no,12655,4,0,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_CAMPAIGN_ACTIVITY_VOD__C_EC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_CAMPAIGN_ACTIVITY_VOD__C_EC2,no,12655,4,0,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_CAMPAIGN_ACTIVITY_VOD__C_MEC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_CAMPAIGN_ACTIVITY_VOD__C_MEC1,no,12642,4,0,Vault CRM,,,,,,,Veeva
ANALYTICS;DIM_MDM_PROD_HIER,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_MDM_PROD_HIER,no,12523,61,0.077,Reltio MDM,Product 2.0 (MDM Reltio),,tbd,11/19/25,12/31/25,,MDM
ENRICH;IQVIA_HDSC_TM_PD_PRODAK5_FRMLRY_REIMBMNT_CATG_SUM,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,IQVIA_HDSC_TM_PD_PRODAK5_FRMLRY_REIMBMNT_CATG_SUM,no,12422,7,0.003,IQVIA,,,,,,,MarketData
ENRICH;BV_VEEVA_CRM_ALERT_VOD__C_AC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_ALERT_VOD__C_AC2,no,12421,4,0.007,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_ALIGN_ACCOUNT__ALN_MEC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_ALIGN_ACCOUNT__ALN_MEC1,no,12359,7,3.674,Vault Align,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_ALERT_VOD__C_AC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_ALERT_VOD__C_AC1,no,12350,3,0.002,Vault CRM,,,,,,,Veeva
MODEL;S_VEV_CAMPAIGN_ACTIVITY,0,0,0,1,,CPH_DB_PROD,,MODEL,BASE TABLE,S_VEV_CAMPAIGN_ACTIVITY,no,12327,11,0,Vault CRM,,,,,,,Veeva
ANALYTICS;FACT_MTHLY_BNDRYAK4_PCMDTYAK27_CHNLAK2_PROM_CATG_SUM,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,FACT_MTHLY_BNDRYAK4_PCMDTYAK27_CHNLAK2_PROM_CATG_SUM,no,12296,20,0.396,IQVIA,,,,,,,MarketData
ANALYTICS;FACT_CYCLE_PLAN,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,FACT_CYCLE_PLAN,no,12289,92,15.357,Vault CRM,MCCP 1.0 (Vault CRM),,Available,10/6/25,11/10/25,,Veeva
ENRICH;BV_VEEVA_CRM_ALERT_VOD__C_EC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_ALERT_VOD__C_EC2,no,12234,4,0.001,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_ALERT_VOD__C_EC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_ALERT_VOD__C_EC1,no,12229,6,0.001,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_ALERT_VOD__C_MEC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_ALERT_VOD__C_MEC1,no,12189,4,0.001,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_ACCOUNT_AC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_ACCOUNT_AC2,no,14977,61,28.103,Vault CRM,Customer 0.1 (Veeva CRM),,Available,Completed,2/19/25,,Veeva
ANALYTICS;FACT_MTHLY_AC_TYPAK2_AC_CATGAK2_ORGAK6_PCMDTYAK27_MVST_SPCLAK2_SUM,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,FACT_MTHLY_AC_TYPAK2_AC_CATGAK2_ORGAK6_PCMDTYAK27_MVST_SPCLAK2_SUM,no,12126,10,0.389,IQVIA,,,,,,,MarketData
ENRICH;BV_VEEVA_CRM_EM_EVENT_VOD__C_MEC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_EM_EVENT_VOD__C_MEC1,no,12125,23,0.083,Vault CRM,,,,,,,Veeva
ANALYTICS;FACT_MULTICHANNEL_ACTIVITY,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,FACT_MULTICHANNEL_ACTIVITY,yes,12028,24,10.014,Vault CRM,will not be covered by Aurora,"Not a dedicated data product but an analytical product topic to assemble email/ call/ newsletter, …",,,,,Veeva
ANALYTICS;DIM_ADDRESS,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_ADDRESS,no,12004,98,15.049,Vault CRM,Customer 0.1 (Veeva CRM),,Available,Completed,2/19/25,,Veeva
ENRICH;BV_VEEVA_CRM_EM_EVENT_VOD__C_AC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_EM_EVENT_VOD__C_AC1,no,11804,16,0.102,Vault CRM,,,,,,,Veeva
ENRICH;BLINKRX_DISPENSE,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BLINKRX_DISPENSE,no,11798,29,0.027,,,,,,,,
ANALYTICS;BRIEF_DOC_CEC,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,BRIEF_DOC_CEC,no,11667,25,0,SFMC,Newsletter 2.0 (Campaign briefing docs),,Available,Completed,7/1/25,,SFMC
ENRICH;BV_VEEVA_CRM_CAMPAIGN_JOB_HISTORY_VOD__C_EC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_CAMPAIGN_JOB_HISTORY_VOD__C_EC1,no,11634,4,0,Vault CRM,,,,,,,Veeva
ANALYTICS;DIM_KEY_MESSAGE,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_KEY_MESSAGE,yes,11626,68,0.111,Vault CRM,Calls incl. Time off Territory 1.0 (Vault CRM),Sarah: Content data product - to be created in base data file,Available,8/25/25,9/15/25,,Veeva
ENRICH;BV_VEEVA_CRM_CAMPAIGN_JOB_HISTORY_VOD__C_EC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_CAMPAIGN_JOB_HISTORY_VOD__C_EC2,no,11625,6,0,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_CAMPAIGN_JOB_HISTORY_VOD__C_MEC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_CAMPAIGN_JOB_HISTORY_VOD__C_MEC1,no,11595,4,0.001,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_EM_ATTENDEE_VOD__C_EC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_EM_ATTENDEE_VOD__C_EC1,no,11448,16,0.425,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_BPH_ACCOUNT_RELATIONSHIP__C_EC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_BPH_ACCOUNT_RELATIONSHIP__C_EC1,no,11250,4,0,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_BPH_ACCOUNT_RELATIONSHIP__C_EC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_BPH_ACCOUNT_RELATIONSHIP__C_EC2,no,11247,4,0,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_BPH_ACCOUNT_RELATIONSHIP__C_MEC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_BPH_ACCOUNT_RELATIONSHIP__C_MEC1,no,11247,4,0,Vault CRM,,,,,,,Veeva
ANALYTICS;FACT_MTHLY_BNDRYAK4_PRODAK5_ATC_SUBSTNAK2_REIMBMNT_SUM,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,FACT_MTHLY_BNDRYAK4_PRODAK5_ATC_SUBSTNAK2_REIMBMNT_SUM,no,11226,11,0.004,IQVIA,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;FACT_MTHLY_PCMDTY_SUM,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,FACT_MTHLY_PCMDTY_SUM,no,11114,17,0.095,IQVIA,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;FACT_MTHLY_BNDRYAK4_PCMDTYAK17_CHNLAK2_SUM,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,FACT_MTHLY_BNDRYAK4_PCMDTYAK17_CHNLAK2_SUM,no,11114,14,0.004,IQVIA,will not be covered by Aurora,,,,,,MarketData
MODEL;S_VEV_CAMPAIGN_JOB_HISTORY,0,0,0,1,,CPH_DB_PROD,,MODEL,BASE TABLE,S_VEV_CAMPAIGN_JOB_HISTORY,no,11088,13,0.003,Vault CRM,,,,,,,Veeva
MODEL;S_IQVIA_HDSC_MTHLY_ORGAK6_PCMDTYAK17_CHNLAK2_SUM,0,0,0,1,,CPH_DB_PROD,,MODEL,BASE TABLE,S_IQVIA_HDSC_MTHLY_ORGAK6_PCMDTYAK17_CHNLAK2_SUM,no,11050,8,0.155,IQVIA,will not be covered by Aurora,,#SPILL!,,,,MarketData
MODEL;S_IQVIA_HDSC_MTHLY_BNDRYAK4_PCMDTYAK17_CHNLAK2_SUM,0,0,0,1,,CPH_DB_PROD,,MODEL,BASE TABLE,S_IQVIA_HDSC_MTHLY_BNDRYAK4_PCMDTYAK17_CHNLAK2_SUM,no,11040,4,0.008,IQVIA,will not be covered by Aurora,,#SPILL!,,,,MarketData
ENRICH;BV_VEEVA_CRM_USERTERRITORY2ASSOCIATION_EC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_USERTERRITORY2ASSOCIATION_EC1,no,11004,8,0.001,Vault CRM,,,,,,,Veeva
ANALYTICS;FACT_ACTL_BUDG_FCST,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,FACT_ACTL_BUDG_FCST,yes,10961,82,93.518,SAP,SAP CORE 1.0,SAP (manual upload),tbd,NN,tbd,,SAP
ENRICH;BV_VEEVA_CRM_ADDRESS_VOD__C_AC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_ADDRESS_VOD__C_AC2,no,10938,22,34.259,Vault CRM,Customer 0.1 (Veeva CRM),,Available,Completed,2/19/25,,Veeva
ANALYTICS;DIM_SURVEY,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_SURVEY,no,10832,69,0.008,Vault CRM,Survey 1.0 (Vault CRM),,Available,11/27/25,1/22/26,,Veeva
ENRICH;BV_VEEVA_CRM_EM_EVENT_VOD__C_PC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_EM_EVENT_VOD__C_PC1,no,37831,22,0.209,Vault CRM,,,,,,,Veeva
ANALYTICS;FACT_TM_PD_PRODAK11_SOB_DIAG_LTH_SEQ_SUM,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,FACT_TM_PD_PRODAK11_SOB_DIAG_LTH_SEQ_SUM,no,10763,8,0.182,IQVIA,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;FACT_TM_PD_AGE_GRPAK4_GENDERAK2_MVST_TYP_DIAG_TRTMT_SUM,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,FACT_TM_PD_AGE_GRPAK4_GENDERAK2_MVST_TYP_DIAG_TRTMT_SUM,no,10760,8,0.714,IQVIA,will not be covered by Aurora,,,,,,MarketData
ENRICH;BV_VEEVA_CRM_CHANNEL_METRICS_VOD__C_EC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_CHANNEL_METRICS_VOD__C_EC2,no,10711,4,0.002,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_CHANNEL_METRICS_VOD__C_EC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_CHANNEL_METRICS_VOD__C_EC1,no,10702,4,0.003,Vault CRM,,,,,,,Veeva
ENRICH;BV_GMDA_POPULATION_GLB,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_GMDA_POPULATION_GLB,no,10699,7,0.196,GMDA,,,,,,,GMDA
ENRICH;BV_VEEVA_CRM_CHANNEL_METRICS_VOD__C_MEC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_CHANNEL_METRICS_VOD__C_MEC1,no,10658,4,0.007,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_VAULT_BINDERS,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_VAULT_BINDERS,no,10626,10,0.261,Vault,,,,,,,Veeva
ENRICH;BV_DATAONE_SERVICE_H2R_CV_AMSM_AMSMPSORA_014,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_DATAONE_SERVICE_H2R_CV_AMSM_AMSMPSORA_014,no,10615,20,125.538,SAP,SAP Radiology 1.0,,tbd,NN,tbd,,SAP
ANALYTICS;FACT_MTHLY_BNDRYAK4_PCMDTYAK23_SUM,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,FACT_MTHLY_BNDRYAK4_PCMDTYAK23_SUM,no,10549,9,0.008,IQVIA,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;FACT_MTHLY_ORGAK6_PCMDTYAK17_CHNLAK2_SUM,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,FACT_MTHLY_ORGAK6_PCMDTYAK17_CHNLAK2_SUM,no,10459,20,0.054,IQVIA,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;FACT_MTHLY_BNDRYAK4_PRODAK5_ATC_SUBSTNAK2_CHNLAK2_REIMBMNT_SUM,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,FACT_MTHLY_BNDRYAK4_PRODAK5_ATC_SUBSTNAK2_CHNLAK2_REIMBMNT_SUM,no,10449,11,0.001,IQVIA,will not be covered by Aurora,,,,,,MarketData
ENRICH;BV_VEEVA_CRM_ALERT_USER_ACTION_VOD__C_AC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_ALERT_USER_ACTION_VOD__C_AC2,no,10430,4,0.006,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_ALERT_USER_ACTION_VOD__C_AC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_ALERT_USER_ACTION_VOD__C_AC1,no,10422,3,0.002,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_VAULT_USER__SYS,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_VAULT_USER__SYS,no,10390,17,0.575,Vault,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_ALERT_USER_ACTION_VOD__C_EC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_ALERT_USER_ACTION_VOD__C_EC2,no,10374,5,0.001,Vault CRM,,,,,,,Veeva
